17
18
19
20
21
22
23
24
25
26
27
28
29
29.5
29.7
30
31
32
33
34
34.5
35
36
36.5
37
38
38.5
38.75
39
39.5
40
40.2
40.5
41
42
42.2
42.5
43
44
45
46
47
47.4
47.5
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
Mini
Small
Medium
Large
XL
XXL
