17
18
19
20
20.4
21
22
23
24
24.5
25
26
26.85
27
28
29
30
31
32
32.1
33
34
34.5
35
36
37
38
38.5
39
40
40.5
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
