16
17
18
19
19.8
20
21
22
22.4
22.5
23
24
25
26
26.3
27
28
29
30
31
32
32.3
33
34
34.5
35
36
36.5
37
38
38.5
39
40
40.5
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
