100 Ft (30 Meter)
150 Ft (50 Meter)
200 Ft (60 Meter)
330 Ft (100 Meter)
650 Ft (200 Meter)
800 Ft (240 Meter)
1000 Ft (300 Meter)
1100 Ft (333 Meter)
1650 Ft (500 Meter)
2000 Ft (600 Meter)
3300 Ft (1000 Meter)
9900 Ft (3000 Meter)
